GameID,posteam,InterceptionThrown,Fumble,Touchdown,FieldGoalResult,Penalty.Yards,Yards.Gained,ReturnResult,Sack,PosTeamScore,DefTeamScore,win
2011091105,CHI,1,2,3,3,65,526,1,5,23.0,12.0,1
2011091106,DET,1,3,4,2,84,475,1,0,27.0,19.0,1
2011091106,TB,1,3,1,2,23,432,0,2,19.0,27.0,0
2011091107,PHI,0,1,3,1,50,453,0,3,30.0,13.0,1
2011091107,STL,0,1,2,2,101,484,1,5,13.0,30.0,0
2011091108,NYG,1,1,3,0,35,399,1,4,14.0,27.0,0
2011091108,WAS,0,1,3,0,53,415,0,4,27.0,14.0,1
2011091109,ARI,0,2,3,0,50,479,0,2,27.0,21.0,1
2011091109,CAR,2,0,4,0,85,698,1,4,21.0,27.0,0
2011091110,SEA,1,3,3,1,105,445,1,4,17.0,32.0,0
2011091110,SF,0,1,2,4,69,320,1,0,32.0,17.0,1
2011091111,MIN,1,0,2,1,25,262,1,2,17.0,24.0,0
2011091111,SD,2,1,3,1,79,517,0,2,24.0,17.0,1
2011091112,DAL,1,3,4,1,35,483,1,4,24.0,26.0,0
2011091112,NYJ,1,2,3,2,5,474,0,4,23.0,24.0,0
2011091200,MIA,1,1,4,1,55,698,0,4,24.0,38.0,0
2011091200,NE,1,0,6,1,55,791,0,1,38.0,24.0,1
2011091201,DEN,1,4,1,2,141,338,0,5,18.0,23.0,0
2011091201,OAK,0,2,3,3,81,419,1,1,23.0,19.0,1
2011091800,DET,1,2,6,2,90,385,0,0,48.0,3.0,1
2011091800,KC,3,2,0,1,15,373,0,2,3.0,48.0,0
2011091801,BUF,1,0,5,1,90,501,0,1,37.0,35.0,1
2011091801,OAK,1,1,5,0,21,539,0,0,35.0,38.0,0
2011091802,BAL,2,2,1,2,55,369,0,3,13.0,26.0,0
2011091802,TEN,1,0,2,4,59,450,0,0,23.0,13.0,1
2011091803,JAC,4,0,1,1,25,307,0,2,3.0,32.0,0
2011091803,NYJ,2,0,3,3,85,421,0,1,32.0,3.0,1
2011091804,CLE,0,4,4,2,26,389,0,2,27.0,19.0,1
2011091804,IND,1,1,1,4,44,403,0,2,18.0,27.0,0
2011091805,ARI,1,2,3,0,45,478,0,3,21.0,22.0,0
2011091805,WAS,2,0,2,3,67,625,0,1,22.0,21.0,1
2011091806,MIN,0,2,2,2,58,438,0,2,20.0,24.0,0
2011091806,TB,1,1,3,1,60,450,0,2,23.0,20.0,1
2011091807,CAR,3,1,2,3,47,607,0,4,22.0,30.0,0
2011091807,GB,0,1,3,3,60,497,0,1,30.0,23.0,1
2011091808,CHI,0,2,1,2,60,324,0,6,13.0,30.0,0
2011091808,NO,0,2,3,3,28,408,0,1,30.0,13.0,1
2011091809,PIT,0,0,3,1,66,460,0,2,24.0,0.0,1
2011091809,SEA,0,0,0,0,48,266,0,5,0.0,24.0,0
2011091810,DAL,2,3,3,2,48,547,0,1,24.0,24.0,0
2011091810,SF,1,1,3,1,60,301,0,7,24.0,24.0,0
2011091811,NE,0,0,4,2,49,546,0,2,35.0,21.0,1
2011091811,SD,2,2,3,0,75,535,0,2,21.0,35.0,0
2011091812,CIN,0,0,2,3,46,387,0,2,22.0,24.0,0
2011091812,DEN,0,2,3,1,78,389,0,2,24.0,22.0,1
2011091813,HOU,0,0,2,3,20,485,0,3,23.0,13.0,1
2011091813,MIA,1,1,1,2,76,419,0,2,13.0,23.0,0
2011091814,ATL,2,0,5,0,22,434,0,4,35.0,31.0,1
2011091814,PHI,1,4,4,1,55,623,0,0,31.0,35.0,0
2011091900,NYG,1,0,3,0,110,385,0,3,21.0,16.0,1
2011091900,STL,0,2,2,3,30,552,1,2,16.0,21.0,0
2011092500,CAR,0,0,1,2,44,334,0,0,16.0,10.0,1
2011092500,JAC,1,7,1,1,75,362,0,2,10.0,16.0,0
2011092501,HOU,1,0,3,4,40,599,0,2,33.0,40.0,0
2011092501,NO,2,0,5,2,42,576,0,2,40.0,33.0,1
2011092502,BUF,3,0,4,2,107,524,0,0,30.0,31.0,0
2011092502,NE,4,0,5,1,63,628,1,0,30.0,30.0,0
2011092503,CLE,1,0,2,1,76,336,0,1,17.0,16.0,1
2011092503,MIA,1,2,1,3,102,463,0,6,16.0,17.0,0
2011092504,DEN,2,0,2,0,50,271,0,1,14.0,17.0,0
2011092504,TEN,0,3,2,1,45,407,0,2,17.0,14.0,1
2011092505,NYG,0,0,4,0,6,380,0,3,29.0,16.0,1
2011092505,PHI,3,3,1,3,51,421,0,2,16.0,29.0,0
2011092506,DET,0,1,2,4,88,545,0,5,23.0,23.0,0
2011092506,MIN,0,2,2,3,56,532,0,4,23.0,23.0,0
2011092507,CIN,2,1,0,2,50,315,0,1,8.0,13.0,0
2011092507,SF,0,3,1,2,60,324,0,6,13.0,6.0,1
2011092508,NYJ,1,1,4,1,60,545,0,4,24.0,34.0,0
2011092508,OAK,0,0,4,2,56,520,0,1,34.0,24.0,1
2011092509,KC,1,1,2,1,80,374,0,2,17.0,20.0,0
2011092509,SD,2,2,2,2,25,453,0,2,20.0,17.0,1
2011092510,BAL,0,2,3,3,83,619,0,2,36.0,7.0,1
2011092510,STL,1,2,2,0,51,350,1,5,7.0,36.0,0
2011092511,CHI,3,2,2,1,45,395,0,3,17.0,27.0,0
2011092511,GB,2,1,3,2,60,505,0,2,27.0,17.0,1
2011092512,ARI,3,2,1,1,34,438,0,3,10.0,13.0,0
2011092512,SEA,1,2,1,2,25,311,0,4,13.0,10.0,1
2011092513,ATL,1,2,1,2,56,441,0,4,10.0,16.0,0
2011092513,TB,1,0,2,3,60,332,0,0,16.0,13.0,1
2011092514,IND,0,1,2,2,9,384,1,1,13.0,22.0,0
2011092514,PIT,1,2,2,3,50,425,1,3,19.0,13.0,1
2011092600,DAL,1,7,0,6,70,395,0,2,18.0,16.0,1
2011092600,WAS,1,1,1,3,20,404,0,3,16.0,18.0,0
2011100200,BUF,0,0,1,2,6,371,0,1,19.0,20.0,0
2011100200,CIN,2,1,4,3,35,508,1,3,20.0,19.0,1
2011100201,CLE,1,1,2,2,65,500,1,4,13.0,30.0,0
2011100201,TEN,1,0,3,1,20,398,0,0,30.0,13.0,1
2011100202,HOU,0,1,2,1,29,427,0,0,17.0,10.0,1
2011100202,PIT,2,1,1,1,80,425,0,6,10.0,17.0,0
2011100203,DAL,3,0,5,3,30,574,2,1,30.0,32.0,0
2011100203,DET,1,0,2,2,78,427,0,0,32.0,30.0,1
2011100204,PHI,1,2,2,3,40,576,0,2,23.0,24.0,0
2011100204,SF,0,3,3,1,55,537,0,3,24.0,23.0,1
2011100205,CAR,1,1,5,3,82,813,2,0,29.0,32.0,0
2011100205,CHI,1,0,2,2,15,460,0,1,32.0,29.0,1
2011100206,STL,0,1,1,1,80,217,0,7,10.0,17.0,0
2011100206,WAS,2,2,2,1,81,429,0,0,17.0,10.0,1
2011100207,JAC,1,1,1,1,53,343,0,4,10.0,23.0,0
2011100207,NO,2,0,2,3,12,555,0,3,23.0,10.0,1
2011100208,KC,0,0,1,5,72,399,0,3,22.0,17.0,1
2011100208,MIN,1,2,2,1,30,494,0,2,17.0,22.0,0
2011100209,ARI,1,2,3,2,80,487,0,4,27.0,31.0,0
2011100209,NYG,0,2,5,1,93,571,0,1,31.0,27.0,1
2011100210,ATL,0,0,3,3,25,484,0,0,30.0,28.0,1
2011100210,SEA,2,1,4,0,50,509,0,0,28.0,30.0,0
2011100211,DEN,3,1,4,1,25,592,1,1,23.0,48.0,0
2011100211,GB,2,0,6,0,26,580,0,2,48.0,23.0,1
2011100212,NE,0,0,4,1,90,511,0,2,31.0,19.0,1
2011100212,OAK,2,1,2,2,40,584,0,0,19.0,31.0,0
2011100213,MIA,3,0,1,3,45,336,0,3,16.0,26.0,0
2011100213,SD,0,2,2,4,76,483,0,2,26.0,16.0,1
2011100214,BAL,1,3,2,2,46,338,1,2,25.0,16.0,1
2011100214,NYJ,1,5,4,1,60,203,4,2,16.0,25.0,0
2011100300,IND,0,1,2,1,56,371,0,4,17.0,24.0,0
2011100300,TB,0,0,3,2,100,619,0,2,24.0,17.0,1
2011100900,PIT,1,0,5,1,45,556,0,1,37.0,17.0,1
2011100900,TEN,1,1,2,1,76,360,0,3,17.0,38.0,0
2011100901,HOU,2,1,2,2,74,599,0,4,20.0,22.0,0
2011100901,OAK,1,0,2,3,65,494,0,3,22.0,20.0,1
2011100902,IND,0,0,3,1,40,422,0,0,24.0,28.0,0
2011100902,KC,0,1,4,0,39,464,0,2,28.0,24.0,1
2011100903,CIN,1,1,3,1,43,328,0,2,23.0,20.0,1
2011100903,JAC,0,2,3,2,5,390,1,3,26.0,23.0,1
2011100904,NYG,3,3,4,1,70,648,1,3,25.0,35.0,0
2011100904,SEA,1,3,3,2,52,517,0,6,35.0,25.0,1
2011100905,ARI,3,2,1,1,27,483,0,4,10.0,34.0,0
2011100905,MIN,0,1,4,2,72,388,0,1,34.0,10.0,1
2011100906,CAR,1,1,5,0,100,446,0,1,27.0,30.0,0
2011100906,NO,1,1,3,3,47,459,0,2,29.0,27.0,1
2011100907,BUF,1,0,3,1,51,409,0,1,30.0,24.0,1
2011100907,PHI,4,2,4,1,35,573,1,2,24.0,30.0,0
2011100908,SF,0,1,5,3,76,464,0,0,47.0,3.0,1
2011100908,TB,2,1,1,1,50,433,1,3,3.0,47.0,0
2011100909,NE,1,2,3,3,103,469,0,5,27.0,21.0,1
2011100909,NYJ,0,0,3,0,36,543,0,2,21.0,30.0,0
2011100910,DEN,1,0,2,1,10,368,0,0,23.0,29.0,0
2011100910,SD,1,3,3,5,43,455,1,5,26.0,23.0,1
2011100911,ATL,2,0,2,0,79,367,0,1,14.0,25.0,0
2011100911,GB,0,1,2,4,20,503,0,4,25.0,14.0,1
2011101000,CHI,0,0,1,2,133,472,0,4,13.0,24.0,0
2011101000,DET,1,0,3,1,75,409,0,1,21.0,13.0,1
2011101600,BUF,2,1,3,1,56,403,0,3,24.0,27.0,0
2011101600,NYG,0,0,4,2,82,537,0,0,27.0,24.0,1
2011101601,CIN,0,0,2,2,56,424,0,0,20.0,17.0,1
2011101601,IND,1,2,3,1,61,345,1,1,17.0,20.0,0
2011101602,JAC,0,0,1,2,50,318,0,5,13.0,17.0,0
2011101602,PIT,0,1,2,1,37,410,0,3,17.0,13.0,1
2011101603,PHI,2,1,3,2,55,429,0,2,20.0,13.0,1
2011101603,WAS,4,2,1,2,80,426,0,2,12.0,20.0,0
2011101604,DET,0,2,2,2,110,410,0,5,19.0,25.0,0
2011101604,SF,1,1,2,3,64,459,0,2,22.0,19.0,1
2011101605,GB,1,0,3,1,16,482,0,1,24.0,3.0,1
2011101605,STL,1,2,0,1,45,482,0,3,3.0,24.0,0
2011101606,ATL,0,0,4,1,83,362,0,1,30.0,17.0,1
2011101606,CAR,3,3,2,1,59,467,0,3,17.0,31.0,0
2011101607,CLE,1,1,2,1,35,356,0,2,17.0,24.0,0
2011101607,OAK,0,3,3,1,34,421,1,2,24.0,17.0,1
2011101608,BAL,1,1,2,5,20,473,0,2,29.0,14.0,1
2011101608,HOU,0,2,2,0,20,330,1,4,14.0,29.0,0
2011101609,NO,3,1,2,2,51,559,0,0,20.0,26.0,0
2011101609,TB,0,0,2,4,66,454,0,0,26.0,20.0,1
2011101610,DAL,1,1,1,3,67,456,0,2,16.0,20.0,0
2011101610,NE,2,2,2,2,45,486,0,3,19.0,16.0,1
2011101611,CHI,0,2,4,3,29,515,1,1,39.0,10.0,1
2011101611,MIN,0,0,1,1,26,475,0,5,10.0,39.0,0
2011101700,MIA,2,6,1,2,35,425,1,4,6.0,23.0,0
2011101700,NYJ,0,0,2,1,24,350,0,2,23.0,6.0,1
2011102300,DEN,0,2,2,1,45,374,0,7,15.0,15.0,0
2011102300,MIA,0,2,1,3,5,311,0,4,15.0,15.0,0
2011102301,NYJ,1,1,4,2,110,439,1,2,27.0,20.0,1
2011102301,SD,2,0,2,0,45,421,0,1,20.0,27.0,0
2011102302,HOU,0,0,4,2,46,561,0,0,40.0,7.0,1
2011102302,TEN,2,2,2,0,98,304,1,2,7.0,40.0,0
2011102303,ATL,2,0,2,3,104,388,0,3,23.0,16.0,1
2011102303,DET,0,1,1,3,75,501,0,3,16.0,23.0,0
2011102304,CAR,0,1,3,6,60,414,0,4,33.0,20.0,1
2011102304,WAS,1,2,2,2,71,387,0,3,20.0,33.0,0
2011102305,CHI,2,0,3,1,29,446,0,2,24.0,18.0,1
2011102305,TB,4,1,2,1,94,370,0,1,18.0,24.0,0
2011102306,CLE,1,0,0,2,68,408,0,5,6.0,3.0,1
2011102306,SEA,1,2,0,1,48,223,0,3,3.0,6.0,0
2011102307,ARI,1,0,3,0,37,501,0,2,20.0,32.0,0
2011102307,PIT,0,0,3,3,99,547,0,2,32.0,20.0,1
2011102308,KC,2,0,3,0,115,370,0,0,26.0,0.0,1
2011102308,OAK,6,2,2,0,103,351,2,1,0.0,26.0,0
2011102309,GB,0,0,3,4,105,503,0,4,33.0,27.0,1
2011102309,MIN,2,0,4,2,30,561,0,2,27.0,33.0,0
2011102310,DAL,0,1,4,2,24,462,0,2,34.0,7.0,1
2011102310,STL,1,2,1,0,22,386,0,1,7.0,34.0,0
2011102311,IND,1,2,2,0,35,295,1,1,7.0,61.0,0
2011102311,NO,0,0,7,2,24,622,0,2,61.0,7.0,1
2011102400,BAL,1,3,1,0,131,293,0,3,7.0,12.0,0
2011102400,JAC,0,5,0,4,44,236,0,4,12.0,7.0,1
2011103000,MIA,1,0,2,1,41,399,0,5,17.0,20.0,0
2011103000,NYG,0,1,2,2,35,516,0,1,20.0,17.0,1
2011103001,HOU,0,2,3,1,55,385,0,2,21.0,14.0,1
2011103001,JAC,2,1,2,0,44,300,0,2,14.0,24.0,0
2011103002,IND,2,1,2,1,40,522,1,2,10.0,26.0,0
2011103002,TEN,0,0,2,2,66,338,0,1,26.0,10.0,1
2011103003,CAR,0,3,4,0,75,480,0,3,21.0,24.0,0
2011103003,MIN,0,2,3,1,28,446,0,4,24.0,21.0,1
2011103004,NO,2,0,3,0,32,404,1,6,19.0,30.0,0
2011103004,STL,0,2,4,1,64,360,1,4,30.0,20.0,1
2011103005,ARI,2,2,2,2,86,346,0,7,26.0,27.0,0
2011103005,BAL,1,2,4,3,105,611,1,4,27.0,26.0,1
2011103006,DEN,1,5,3,1,50,387,2,7,10.0,43.0,0
2011103006,DET,0,0,4,1,50,415,0,2,43.0,10.0,1
2011103007,BUF,1,1,2,3,59,442,0,2,23.0,0.0,1
2011103007,WAS,2,1,0,0,30,266,0,9,0.0,23.0,0
2011103008,NE,1,1,2,1,50,303,0,3,17.0,23.0,0
2011103008,PIT,1,1,2,3,37,525,0,5,25.0,17.0,1
2011103009,CLE,1,5,1,1,40,397,0,4,10.0,20.0,0
2011103009,SF,0,1,3,2,39,411,0,1,17.0,10.0,1
2011103010,CIN,2,0,2,2,90,402,0,1,26.0,12.0,1
2011103010,SEA,1,1,3,2,55,698,2,4,12.0,32.0,0
2011103011,DAL,1,0,1,0,23,370,0,4,7.0,34.0,0
2011103011,PHI,0,3,4,2,30,560,0,4,34.0,7.0,1
2011103100,KC,2,2,3,3,78,532,0,3,20.0,20.0,0
2011103100,SD,2,3,1,4,80,529,0,3,20.0,20.0,0
2011110600,BUF,2,3,1,1,30,379,0,0,11.0,27.0,0
2011110600,NYJ,2,2,3,2,114,492,0,1,27.0,11.0,1
2011110601,CLE,1,1,1,2,40,414,0,4,12.0,30.0,0
2011110601,HOU,1,1,3,3,10,455,0,0,30.0,12.0,1
2011110602,KC,0,2,0,1,76,531,0,5,3.0,31.0,0
2011110602,MIA,0,0,4,1,43,375,0,0,31.0,3.0,1
2011110603,DAL,0,1,2,3,55,488,0,0,23.0,13.0,1
2011110603,SEA,3,0,1,2,115,456,0,1,13.0,23.0,0
2011110604,SF,0,1,1,4,40,346,0,2,19.0,11.0,1
2011110604,WAS,1,2,1,1,50,470,0,1,9.0,19.0,0
2011110605,NO,1,1,3,2,40,515,0,0,24.0,16.0,1
2011110605,TB,0,1,1,3,103,446,0,1,16.0,27.0,0
2011110606,ATL,1,0,5,1,20,433,1,1,31.0,6.0,1
2011110606,IND,1,1,0,0,22,249,0,2,6.0,31.0,0
2011110607,DEN,0,0,4,2,130,564,0,2,37.0,24.0,1
2011110607,OAK,3,2,4,1,93,584,1,3,24.0,37.0,0
2011110608,CIN,0,0,3,1,117,415,0,1,21.0,17.0,1
2011110608,TEN,0,3,3,1,70,379,0,2,17.0,24.0,0
2011110609,NE,2,1,2,2,20,533,0,2,20.0,24.0,0
2011110609,NYG,1,2,3,1,111,441,0,0,23.0,20.0,1
2011110610,GB,0,0,4,1,46,521,0,5,43.0,38.0,1
2011110610,SD,3,2,7,1,51,561,2,2,38.0,43.0,0
2011110611,ARI,0,2,1,2,44,366,0,3,13.0,13.0,0
2011110611,STL,1,0,1,3,72,616,1,4,13.0,13.0,0
2011110612,BAL,0,2,2,3,49,581,0,3,22.0,20.0,1
2011110612,PIT,1,1,3,2,25,427,0,1,20.0,23.0,0
2011110700,CHI,0,4,4,3,75,433,1,0,30.0,17.0,1
2011110700,PHI,1,0,2,1,22,442,0,1,17.0,30.0,0
2011111000,OAK,1,2,3,1,46,570,0,1,24.0,17.0,1
2011111000,SD,1,1,3,1,30,468,0,6,17.0,24.0,0
2011111300,BUF,3,1,2,0,79,330,1,1,7.0,43.0,0
2011111300,DAL,0,1,4,3,7,432,0,0,43.0,7.0,1
2011111301,CAR,2,2,1,1,112,395,1,5,3.0,29.0,0
2011111301,TEN,1,0,2,3,79,408,0,1,28.0,3.0,1
2011111302,HOU,1,1,5,1,36,496,0,1,37.0,9.0,1
2011111302,TB,3,1,1,1,67,343,0,4,9.0,37.0,0
2011111303,CIN,2,0,2,1,31,363,0,0,17.0,24.0,0
2011111303,PIT,1,0,3,1,35,473,0,5,24.0,17.0,1
2011111304,IND,3,2,0,1,85,208,0,5,3.0,17.0,0
2011111304,JAC,1,0,2,1,10,295,0,2,17.0,3.0,1
2011111305,DEN,0,0,2,1,50,342,0,0,17.0,10.0,1
2011111305,KC,0,2,1,1,55,340,0,4,7.0,17.0,0
2011111306,ARI,2,0,4,0,60,465,1,4,21.0,16.0,1
2011111306,PHI,3,0,1,1,103,423,0,2,16.0,21.0,0
2011111307,CHI,0,2,1,3,47,240,0,2,34.0,13.0,1
2011111307,DET,4,2,4,2,43,594,3,3,12.0,34.0,0
2011111308,ATL,1,2,2,3,114,558,0,1,23.0,23.0,0
2011111308,NO,0,0,2,5,50,453,0,0,23.0,23.0,0
2011111309,MIA,1,2,2,2,47,364,0,2,20.0,9.0,1
2011111309,WAS,2,0,0,3,59,313,0,4,9.0,20.0,0
2011111310,CLE,0,1,0,4,70,398,0,2,12.0,13.0,0
2011111310,STL,1,2,1,2,45,349,0,1,13.0,12.0,1
2011111311,BAL,1,2,2,1,89,450,0,1,16.0,22.0,0
2011111311,SEA,0,1,1,5,45,438,0,1,22.0,17.0,1
2011111312,NYG,2,0,2,2,20,441,0,1,20.0,27.0,0
2011111312,SF,2,0,2,4,60,388,0,2,27.0,20.0,1
2011111313,NE,0,2,3,3,70,472,0,0,36.0,16.0,1
2011111313,NYJ,2,0,3,0,66,579,1,5,16.0,36.0,0
2011111400,GB,0,2,5,1,50,462,0,4,44.0,7.0,1
2011111400,MIN,2,1,2,0,35,439,1,4,7.0,44.0,0
2011111700,DEN,0,1,1,1,5,366,0,1,15.0,13.0,1
2011111700,NYJ,1,3,2,2,45,399,2,3,13.0,16.0,0
2011112000,MIN,3,3,3,0,104,495,0,6,21.0,27.0,0
2011112000,OAK,0,1,3,2,63,497,0,4,27.0,21.0,1
2011112001,ATL,0,1,2,3,96,472,0,0,23.0,17.0,1
2011112001,TEN,1,0,2,1,45,479,0,1,16.0,23.0,0
2011112002,BUF,2,5,1,2,55,458,1,2,8.0,34.0,0
2011112002,MIA,0,0,5,0,22,327,0,1,34.0,8.0,1
2011112003,CLE,1,0,2,1,89,396,0,2,14.0,10.0,1
2011112003,JAC,0,1,1,1,62,341,0,1,10.0,14.0,0
2011112004,BAL,1,1,4,1,42,460,0,1,31.0,24.0,1
2011112004,CIN,3,2,4,1,70,515,0,2,24.0,31.0,0
2011112005,DAL,0,1,3,2,39,520,0,4,24.0,24.0,0
2011112005,WAS,1,3,3,1,68,509,0,3,24.0,24.0,0
2011112006,CAR,4,0,4,2,76,489,1,1,35.0,49.0,0
2011112006,DET,2,1,7,0,50,607,0,2,49.0,35.0,1
2011112007,GB,2,2,5,0,72,446,0,2,35.0,26.0,1
2011112007,TB,2,0,3,2,25,697,0,2,26.0,35.0,0
2011112008,ARI,3,2,1,0,93,340,0,2,7.0,23.0,0
2011112008,SF,1,1,2,3,69,497,0,1,23.0,7.0,1
2011112009,SEA,2,1,3,1,105,343,0,4,24.0,7.0,1
2011112009,STL,1,2,1,0,30,313,0,5,7.0,24.0,0
2011112010,CHI,1,0,5,1,25,525,0,0,31.0,20.0,1
2011112010,SD,2,2,2,2,56,583,0,0,20.0,31.0,0
2011112011,NYG,1,1,1,1,44,410,0,3,10.0,17.0,0
2011112011,PHI,4,0,2,1,25,483,0,1,17.0,10.0,1
2011112100,KC,3,0,1,1,24,525,1,3,3.0,33.0,0
2011112100,NE,0,1,3,2,30,474,0,3,32.0,3.0,1
2011112400,DET,3,1,2,0,49,545,0,3,14.0,27.0,0
2011112400,GB,0,2,3,2,87,461,0,2,27.0,15.0,1
2011112401,DAL,2,0,2,2,60,386,0,1,17.0,19.0,0
2011112401,MIA,0,3,1,4,64,479,0,5,19.0,17.0,1
2011112402,BAL,1,0,1,3,60,273,0,0,16.0,6.0,1
2011112402,SF,1,1,0,2,57,414,0,8,6.0,16.0,0
2011112700,BUF,0,0,3,1,100,441,0,3,24.0,28.0,0
2011112700,NYJ,1,0,4,0,25,437,0,0,27.0,24.0,1
2011112701,CIN,1,1,2,3,40,507,0,2,23.0,20.0,1
2011112701,CLE,1,1,2,2,10,386,0,2,20.0,23.0,0
2011112702,HOU,0,3,3,2,50,298,1,0,20.0,6.0,1
2011112702,JAC,1,1,0,2,60,426,0,7,6.0,20.0,0
2011112703,ATL,0,1,3,1,59,396,0,2,24.0,14.0,1
2011112703,MIN,0,0,2,0,20,357,0,4,14.0,24.0,0
2011112704,ARI,2,2,2,3,25,562,1,4,22.0,19.0,1
2011112704,STL,0,2,2,2,54,514,1,2,19.0,22.0,0
2011112705,CAR,0,1,3,2,30,522,0,3,27.0,19.0,1
2011112705,IND,2,1,2,2,77,376,0,2,19.0,27.0,0
2011112706,TB,1,5,1,1,35,399,0,2,16.0,23.0,0
2011112706,TEN,2,4,3,3,45,442,2,2,23.0,16.0,1
2011112707,SEA,1,0,2,1,98,364,0,2,17.0,23.0,0
2011112707,WAS,2,1,3,1,108,454,0,1,23.0,17.0,1
2011112708,CHI,3,0,2,2,55,583,0,4,20.0,25.0,0
2011112708,OAK,1,0,1,6,50,411,0,4,25.0,20.0,1
2011112709,NE,0,0,5,1,40,533,0,1,38.0,20.0,1
2011112709,PHI,1,0,2,2,40,510,0,3,19.0,38.0,0
2011112710,DEN,0,2,1,3,38,500,0,1,13.0,13.0,0
2011112710,SD,0,0,1,2,55,432,0,3,13.0,13.0,0
2011112711,KC,3,1,0,3,5,272,0,1,9.0,13.0,0
2011112711,PIT,1,1,1,2,65,398,0,2,13.0,9.0,1
2011112800,NO,0,1,7,0,37,649,0,0,48.0,24.0,1
2011112800,NYG,1,3,3,1,99,587,0,1,24.0,49.0,0
2011120100,PHI,4,1,3,0,23,422,1,2,14.0,30.0,0
2011120100,SEA,0,1,3,1,35,372,0,3,30.0,14.0,1
2011120400,NYJ,0,1,4,2,70,368,0,0,34.0,19.0,1
2011120400,WAS,2,2,1,4,20,483,0,2,19.0,34.0,0
2011120401,CHI,3,1,0,1,50,238,0,7,3.0,10.0,0
2011120401,KC,0,1,1,1,45,341,0,2,10.0,3.0,1
2011120402,BUF,0,3,2,1,10,507,0,1,17.0,23.0,0
2011120402,TEN,0,1,2,3,25,348,0,1,23.0,17.0,1
2011120403,MIA,0,0,3,2,80,463,0,1,33.0,14.0,1
2011120403,OAK,2,0,3,0,90,363,1,2,13.0,33.0,0
2011120404,BAL,0,2,2,1,22,490,0,1,23.0,10.0,1
2011120404,CLE,1,1,2,1,33,406,1,3,9.0,23.0,0
2011120405,CIN,1,1,2,0,49,413,1,3,7.0,34.0,0
2011120405,PIT,0,0,4,0,89,375,0,3,34.0,7.0,1
2011120406,DET,1,0,5,1,109,991,0,4,38.0,52.0,0
2011120406,NO,0,0,7,1,48,857,0,5,52.0,38.0,1
2011120407,CAR,0,0,5,1,53,427,0,3,38.0,19.0,1
2011120407,TB,1,0,1,4,40,383,0,3,19.0,38.0,0
2011120408,ATL,2,1,1,1,50,389,0,1,10.0,17.0,0
2011120408,HOU,1,1,2,1,28,406,0,3,17.0,10.0,1
2011120409,DEN,0,2,3,2,44,507,0,2,31.0,32.0,0
2011120409,MIN,2,1,4,3,83,657,1,3,32.0,31.0,1
2011120410,GB,1,0,4,1,50,514,0,3,34.0,35.0,0
2011120410,NYG,1,1,5,2,35,576,1,1,33.0,34.0,0
2011120411,ARI,0,1,2,2,70,396,0,5,13.0,13.0,0
2011120411,DAL,0,1,1,2,20,449,0,5,13.0,13.0,0
2011120412,SF,0,1,2,4,55,420,0,4,26.0,0.0,1
2011120412,STL,1,1,0,0,52,251,0,4,0.0,26.0,0
2011120413,IND,1,1,3,1,29,492,0,2,23.0,31.0,0
2011120413,NE,0,1,4,1,20,438,0,1,31.0,24.0,1
2011120500,JAC,1,3,2,0,41,438,0,4,14.0,38.0,0
2011120500,SD,0,0,5,1,40,506,0,0,38.0,14.0,1
2011120800,CLE,4,1,1,1,80,345,0,3,3.0,14.0,0
2011120800,PIT,1,2,3,0,71,521,0,2,13.0,3.0,1
2011121100,NE,1,0,3,2,25,470,0,1,33.0,27.0,1
2011121100,WAS,2,2,4,2,80,629,1,2,27.0,33.0,0
2011121101,GB,1,1,0,3,45,156,0,4,9.0,16.0,0
2011121101,OAK,2,1,3,0,10,288,1,1,16.0,9.0,1
2011121102,KC,1,1,1,1,30,400,0,5,10.0,37.0,0
2011121102,NYJ,0,3,5,0,110,335,0,3,37.0,10.0,1
2011121103,CIN,0,1,1,4,40,370,0,1,19.0,20.0,0
2011121103,HOU,1,4,2,2,37,499,0,5,19.0,19.0,0
2011121104,BAL,1,1,3,1,20,397,0,2,24.0,3.0,1
2011121104,IND,1,3,1,1,35,349,0,4,9.0,24.0,0
2011121105,DET,0,0,2,2,77,467,0,5,26.0,28.0,0
2011121105,MIN,3,5,6,0,21,530,2,4,28.0,26.0,1
2011121106,ATL,0,1,4,1,30,437,0,3,31.0,23.0,1
2011121106,CAR,2,0,3,0,70,523,0,2,23.0,31.0,0
2011121107,MIA,1,4,1,1,76,273,0,9,10.0,26.0,0
2011121107,PHI,1,0,3,1,74,278,0,4,26.0,10.0,1
2011121108,JAC,2,4,5,0,96,387,1,1,33.0,20.0,1
2011121108,TB,3,4,3,0,81,313,1,3,20.0,33.0,0
2011121109,NO,0,0,2,3,59,567,0,2,22.0,17.0,1
2011121109,TEN,0,1,2,1,90,619,0,3,17.0,22.0,0
2011121110,ARI,2,2,3,0,30,437,0,2,21.0,19.0,1
2011121110,SF,0,0,1,4,50,377,0,5,19.0,21.0,0
2011121111,CHI,0,1,1,1,43,344,0,4,10.0,10.0,0
2011121111,DEN,1,1,1,2,54,383,0,5,10.0,10.0,0
2011121112,BUF,3,0,1,1,40,391,1,1,9.0,36.0,0
2011121112,SD,0,1,5,1,15,417,1,2,36.0,9.0,1
2011121113,DAL,0,1,4,2,33,490,0,3,34.0,37.0,0
